date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:44:04	100417/100417	---MCZ	200	added ('OK')	text/css	date:Mon,%2001%20May%202023%2013:07:45%20GMT	https://pvgkdesnashik.in/css/main.css	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/css/main.css	(from https://pvgkdesnashik.in/)
17:44:04	3837/3837	---MCZ	200	added ('OK')	text/css	date:Mon,%2001%20May%202023%2013:07:45%20GMT	https://pvgkdesnashik.in/css/color.css	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/css/color.css	(from https://pvgkdesnashik.in/)
17:44:04	24817/24817	---MCZ	200	added ('OK')	text/css	date:Mon,%2001%20May%202023%2013:07:45%20GMT	https://pvgkdesnashik.in/css/responsive.css	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/css/responsive.css	(from https://pvgkdesnashik.in/)
17:44:05	1008/1008	---MCZ	200	added ('OK')	text/css	date:Mon,%2001%20May%202023%2013:07:45%20GMT	https://pvgkdesnashik.in/main.css	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/main.css	(from https://pvgkdesnashik.in/)
17:44:05	20116/20116	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2001%20May%202023%2013:07:45%20GMT	https://pvgkdesnashik.in/js/vendor/modernizr-2.8.3-respond-1.4.2.min.js	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/js/vendor/modernizr-2.8.3-respond-1.4.2.min.js	(from https://pvgkdesnashik.in/)
17:44:05	5525/5525	---M--	200	added ('OK')	image/png	date:Mon,%2001%20May%202023%2013:07:43%20GMT	https://pvgkdesnashik.in/images/fa/apple-icon-57x57.png	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/images/fa/apple-icon-57x57.png	(from https://pvgkdesnashik.in/)
17:44:06	6000/6000	---M--	200	added ('OK')	image/png	date:Mon,%2001%20May%202023%2013:07:43%20GMT	https://pvgkdesnashik.in/images/fa/apple-icon-60x60.png	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/images/fa/apple-icon-60x60.png	(from https://pvgkdesnashik.in/)
17:44:06	7871/7871	---M--	200	added ('OK')	image/png	date:Mon,%2001%20May%202023%2013:07:43%20GMT	https://pvgkdesnashik.in/images/fa/apple-icon-72x72.png	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/images/fa/apple-icon-72x72.png	(from https://pvgkdesnashik.in/)
17:44:06	8560/8560	---M--	200	added ('OK')	image/png	date:Mon,%2001%20May%202023%2013:07:43%20GMT	https://pvgkdesnashik.in/images/fa/apple-icon-76x76.png	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/images/fa/apple-icon-76x76.png	(from https://pvgkdesnashik.in/)
17:44:07	16115/16115	---M--	200	added ('OK')	image/png	date:Mon,%2001%20May%202023%2013:07:43%20GMT	https://pvgkdesnashik.in/images/fa/apple-icon-114x114.png	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/images/fa/apple-icon-114x114.png	(from https://pvgkdesnashik.in/)
17:44:07	17571/17571	---M--	200	added ('OK')	image/png	date:Mon,%2001%20May%202023%2013:07:43%20GMT	https://pvgkdesnashik.in/images/fa/apple-icon-120x120.png	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/images/fa/apple-icon-120x120.png	(from https://pvgkdesnashik.in/)
17:44:07	23958/23958	---M--	200	added ('OK')	image/png	date:Mon,%2001%20May%202023%2013:07:43%20GMT	https://pvgkdesnashik.in/images/fa/apple-icon-144x144.png	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/images/fa/apple-icon-144x144.png	(from https://pvgkdesnashik.in/)
17:44:08	26406/26406	---M--	200	added ('OK')	image/png	date:Mon,%2001%20May%202023%2013:07:43%20GMT	https://pvgkdesnashik.in/images/fa/apple-icon-152x152.png	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/images/fa/apple-icon-152x152.png	(from https://pvgkdesnashik.in/)
17:44:08	35527/35527	---M--	200	added ('OK')	image/png	date:Mon,%2001%20May%202023%2013:07:43%20GMT	https://pvgkdesnashik.in/images/fa/apple-icon-180x180.png	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/images/fa/apple-icon-180x180.png	(from https://pvgkdesnashik.in/)
17:44:08	37892/37892	---M--	200	added ('OK')	image/png	date:Mon,%2001%20May%202023%2013:07:43%20GMT	https://pvgkdesnashik.in/images/fa/android-icon-192x192.png	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/images/fa/android-icon-192x192.png	(from https://pvgkdesnashik.in/)
17:44:09	2532/2532	---M--	200	added ('OK')	image/png	date:Mon,%2001%20May%202023%2013:07:43%20GMT	https://pvgkdesnashik.in/images/fa/favicon-32x32.png	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/images/fa/favicon-32x32.png	(from https://pvgkdesnashik.in/)
17:44:09	12269/12269	---M--	200	added ('OK')	image/png	date:Mon,%2001%20May%202023%2013:07:43%20GMT	https://pvgkdesnashik.in/images/fa/favicon-96x96.png	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/images/fa/favicon-96x96.png	(from https://pvgkdesnashik.in/)
17:44:09	1318/1318	---M--	200	added ('OK')	image/png	date:Mon,%2001%20May%202023%2013:07:43%20GMT	https://pvgkdesnashik.in/images/fa/favicon-16x16.png	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/images/fa/favicon-16x16.png	(from https://pvgkdesnashik.in/)
17:44:10	720/720	---MCZ	200	added ('OK')	application/json	date:Mon,%2001%20May%202023%2013:07:43%20GMT	https://pvgkdesnashik.in/images/fa/manifest.json	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/images/fa/manifest.json	(from https://pvgkdesnashik.in/)
17:44:10	35947/35947	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Aug%202025%2012:13:09%20GMT	https://pvgkdesnashik.in/index.php	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/index-2.html	(from https://pvgkdesnashik.in/)
17:44:10	29962/29962	---M--	200	added ('OK')	image/png	date:Mon,%2001%20May%202023%2013:07:43%20GMT	https://pvgkdesnashik.in/images/kdeslogo.png	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/images/kdeslogo.png	(from https://pvgkdesnashik.in/)
17:44:10	2793/2793	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20May%202023%2013:07:43%20GMT	https://pvgkdesnashik.in/images/img-01.jpg	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/images/img-01.jpg	(from https://pvgkdesnashik.in/)
17:44:11	795/795	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Aug%202025%2012:13:09%20GMT	https://pvgkdesnashik.in/kdespreprimary	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/kdespreprimary	(from https://pvgkdesnashik.in/)
17:44:11	60031/60031	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Aug%202025%2012:13:10%20GMT	https://pvgkdesnashik.in/kdespreprimary/	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/kdespreprimary/index.html	(from https://pvgkdesnashik.in/)
17:44:11	795/795	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Aug%202025%2012:13:10%20GMT	https://pvgkdesnashik.in/kdesprimary	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/kdesprimary	(from https://pvgkdesnashik.in/)
17:44:13	31450/31450	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Aug%202025%2012:13:11%20GMT	https://pvgkdesnashik.in/kdesprimary/	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/kdesprimary/index.html	(from https://pvgkdesnashik.in/)
17:44:13	795/795	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Aug%202025%2012:13:11%20GMT	https://pvgkdesnashik.in/kdessecondary	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/kdessecondary	(from https://pvgkdesnashik.in/)
17:44:13	25573/25573	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Aug%202025%2012:13:12%20GMT	https://pvgkdesnashik.in/index.php?tcf=admission	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/index9ab4.html	(from https://pvgkdesnashik.in/)
17:44:13	32195/32195	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Aug%202025%2012:13:12%20GMT	https://pvgkdesnashik.in/kdessecondary/	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/kdessecondary/index.html	(from https://pvgkdesnashik.in/)
17:44:15	456205/456205	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20May%202023%2013:07:43%20GMT	https://pvgkdesnashik.in/sliderimage/pvgkdes-preprimary-31.jpg	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/sliderimage/pvgkdes-preprimary-31.jpg	(from https://pvgkdesnashik.in/)
17:44:15	575786/575786	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20May%202023%2013:07:43%20GMT	https://pvgkdesnashik.in/sliderimage/pvgkdes-preprimary-6.jpg	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/sliderimage/pvgkdes-preprimary-6.jpg	(from https://pvgkdesnashik.in/)
17:44:15	367003/367003	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20May%202023%2013:07:43%20GMT	https://pvgkdesnashik.in/sliderimage/pvgkdes-secondary-school-40.jpg	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/sliderimage/pvgkdes-secondary-school-40.jpg	(from https://pvgkdesnashik.in/)
17:44:16	551573/551573	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20May%202023%2013:07:43%20GMT	https://pvgkdesnashik.in/sliderimage/pvgkdes-preprimary-27.jpg	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/sliderimage/pvgkdes-preprimary-27.jpg	(from https://pvgkdesnashik.in/)
17:44:16	565008/565008	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20May%202023%2013:07:43%20GMT	https://pvgkdesnashik.in/sliderimage/pvgkdes-secondary-school-28.jpg	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/sliderimage/pvgkdes-secondary-school-28.jpg	(from https://pvgkdesnashik.in/)
17:44:16	724118/724118	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20May%202023%2013:07:43%20GMT	https://pvgkdesnashik.in/sliderimage/pvgkdes2.jpg	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/sliderimage/pvgkdes2.jpg	(from https://pvgkdesnashik.in/)
17:44:17	185859/185859	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20Aug%202023%2004:43:41%20GMT	https://pvgkdesnashik.in/images/pre-primary-school.jpg	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/images/pre-primary-school.jpg	(from https://pvgkdesnashik.in/)
17:44:17	504006/504006	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20May%202023%2013:07:43%20GMT	https://pvgkdesnashik.in/images/kdes-primary-school.jpg	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/images/kdes-primary-school.jpg	(from https://pvgkdesnashik.in/)
17:44:17	372558/372558	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20May%202023%2013:07:43%20GMT	https://pvgkdesnashik.in/images/kdes-higher-secondary-school.jpg	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/images/kdes-higher-secondary-school.jpg	(from https://pvgkdesnashik.in/)
17:44:17	283362/283362	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20May%202023%2013:07:43%20GMT	https://pvgkdesnashik.in/images/gallery/school4.jpg	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/images/gallery/school4.jpg	(from https://pvgkdesnashik.in/)
17:44:17	1784163/1784163	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20May%202023%2013:07:43%20GMT	https://pvgkdesnashik.in/images/kdes-secondary-school.jpg	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/images/kdes-secondary-school.jpg	(from https://pvgkdesnashik.in/)
17:44:18	1251/1251	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Aug%202025%2012:13:17%20GMT	https://pvgkdesnashik.in/images/gallery/kdes_2.jpg	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/images/gallery/kdes_2.jpg	(from https://pvgkdesnashik.in/)
17:44:18	60194/60194	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20May%202023%2013:07:43%20GMT	https://pvgkdesnashik.in/images/gallery/IMG-20191202-WA0003.jpg	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/images/gallery/IMG-20191202-WA0003.jpg	(from https://pvgkdesnashik.in/)
17:44:18	1251/1251	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Aug%202025%2012:13:17%20GMT	https://pvgkdesnashik.in/images/gallery/pvgcoen_4.jpg	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/images/gallery/pvgcoen_4.jpg	(from https://pvgkdesnashik.in/)
17:44:19	4748470/4748470	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20May%202023%2013:07:43%20GMT	https://pvgkdesnashik.in/images/gallery/pvgkdes-preprimary-27.jpg	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/images/gallery/pvgkdes-preprimary-27.jpg	(from https://pvgkdesnashik.in/)
17:44:19	223380/223380	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20May%202023%2013:07:43%20GMT	https://pvgkdesnashik.in/images/gallery/school1.jpg	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/images/gallery/school1.jpg	(from https://pvgkdesnashik.in/)
17:44:19	1251/1251	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Aug%202025%2012:13:17%20GMT	https://pvgkdesnashik.in/images/gallery/school10.JPG	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/images/gallery/school10.JPG	(from https://pvgkdesnashik.in/)
17:44:19	217175/217175	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20May%202023%2013:07:43%20GMT	https://pvgkdesnashik.in/images/gallery/school12.JPG	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/images/gallery/school12.jpg	(from https://pvgkdesnashik.in/)
17:44:20	234662/234662	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20May%202023%2013:07:43%20GMT	https://pvgkdesnashik.in/images/gallery/school6.JPG	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/images/gallery/school6.jpg	(from https://pvgkdesnashik.in/)
17:44:20	264403/264403	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20May%202023%2013:07:43%20GMT	https://pvgkdesnashik.in/images/gallery/school7.JPG	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/images/gallery/school7.jpg	(from https://pvgkdesnashik.in/)
17:44:20	387155/387155	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20May%202023%2013:07:43%20GMT	https://pvgkdesnashik.in/images/gallery/kdes_lab2.jpg	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/images/gallery/kdes_lab2.jpg	(from https://pvgkdesnashik.in/)
17:44:20	140578/140578	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20May%202023%2013:07:43%20GMT	https://pvgkdesnashik.in/images/gallery/kdes_12.jpg	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/images/gallery/kdes_12.jpg	(from https://pvgkdesnashik.in/)
17:44:21	372558/372558	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20May%202023%2013:07:43%20GMT	https://pvgkdesnashik.in/images/gallery/kdes_lab4.jpg	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/images/gallery/kdes_lab4.jpg	(from https://pvgkdesnashik.in/)
17:44:21	91920/91920	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20May%202023%2013:07:43%20GMT	https://pvgkdesnashik.in/images/gallery/bail-pola-ganpati-3.jpg	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/images/gallery/bail-pola-ganpati-3.jpg	(from https://pvgkdesnashik.in/)
17:44:21	576458/576458	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20May%202023%2013:07:43%20GMT	https://pvgkdesnashik.in/images/gallery/pvgkdes-secondary-school-16.jpg	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/images/gallery/pvgkdes-secondary-school-16.jpg	(from https://pvgkdesnashik.in/)
17:44:21	144331/144331	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20May%202023%2013:07:43%20GMT	https://pvgkdesnashik.in/images/gallery/pvgkdes-preprimary-11.jpg	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/images/gallery/pvgkdes-preprimary-11.jpg	(from https://pvgkdesnashik.in/)
17:44:22	108285/108285	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20May%202023%2013:07:43%20GMT	https://pvgkdesnashik.in/images/gallery/pvgkdes-preprimary-26.jpg	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/images/gallery/pvgkdes-preprimary-26.jpg	(from https://pvgkdesnashik.in/)
17:44:23	282766/282766	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.js	C:/My%20Web%20Sites/school%20website/ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.js	(from https://pvgkdesnashik.in/)
17:44:23	961/961	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2001%20May%202023%2013:07:44%20GMT	https://pvgkdesnashik.in/main.js	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/main.js	(from https://pvgkdesnashik.in/)
17:44:23	35947/35947	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Aug%202025%2012:13:22%20GMT	https://pvgkdesnashik.in/index.php?tcf=home	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/index0b6b.html	(from https://pvgkdesnashik.in/)
17:44:24	1251/1251	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Aug%202025%2012:13:22%20GMT	https://pvgkdesnashik.in/images/logo.png	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/images/logo.png	(from https://pvgkdesnashik.in/)
17:44:24	151/151	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Aug%202025%2012:13:23%20GMT	https://pvgkdesnashik.in/cdn-cgi/l/email-protection	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/cdn-cgi/l/email-protection	(from https://pvgkdesnashik.in/)
17:44:25	1239/1239	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2006%20Aug%202025%2012:13:23%20GMT	https://pvgkdesnashik.in/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://pvgkdesnashik.in/)
17:44:34	37051/37051	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2001%20May%202023%2013:07:45%20GMT	https://pvgkdesnashik.in/js/vendor/bootstrap.min.js	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/js/vendor/bootstrap.min.js	(from https://pvgkdesnashik.in/)
17:44:34	2750/2750	---MCZ	200	added ('OK')	application/json	date:Mon,%2001%20May%202023%2013:07:45%20GMT	https://pvgkdesnashik.in/js/mapclustering/data.json	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/js/mapclustering/data.json	(from https://pvgkdesnashik.in/)
17:44:35	9493/9493	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2001%20May%202023%2013:07:45%20GMT	https://pvgkdesnashik.in/js/mapclustering/markerclusterer.min.js	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/js/mapclustering/markerclusterer.min.js	(from https://pvgkdesnashik.in/)
17:44:35	97367/97367	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2001%20May%202023%2013:07:45%20GMT	https://pvgkdesnashik.in/js/vendor/jquery-library.js	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/js/vendor/jquery-library.js	(from https://pvgkdesnashik.in/)
17:44:35	22953/22953	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2001%20May%202023%2013:07:45%20GMT	https://pvgkdesnashik.in/js/mapclustering/infobox.js	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/js/mapclustering/infobox.js	(from https://pvgkdesnashik.in/)
17:44:35	6599/6599	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2001%20May%202023%2013:07:45%20GMT	https://pvgkdesnashik.in/js/mapclustering/map.js	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/js/mapclustering/map.js	(from https://pvgkdesnashik.in/)
17:44:35	42772/42772	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2001%20May%202023%2013:07:45%20GMT	https://pvgkdesnashik.in/js/owl.carousel.min.js	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/js/owl.carousel.min.js	(from https://pvgkdesnashik.in/)
17:44:36	119970/119970	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2001%20May%202023%2013:07:45%20GMT	https://pvgkdesnashik.in/js/isotope.pkgd.js	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/js/isotope.pkgd.js	(from https://pvgkdesnashik.in/)
17:44:37	21512/21512	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2001%20May%202023%2013:07:45%20GMT	https://pvgkdesnashik.in/js/prettyPhoto.js	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/js/prettyPhoto.js	(from https://pvgkdesnashik.in/)
17:44:37	10251/10251	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2001%20May%202023%2013:07:45%20GMT	https://pvgkdesnashik.in/js/countdown.js	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/js/countdown.js	(from https://pvgkdesnashik.in/)
17:44:37	4787/4787	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2001%20May%202023%2013:07:45%20GMT	https://pvgkdesnashik.in/js/collapse.js	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/js/collapse.js	(from https://pvgkdesnashik.in/)
17:44:38	66154/66154	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2001%20May%202023%2013:07:45%20GMT	https://pvgkdesnashik.in/js/gmap3.js	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/js/gmap3.js	(from https://pvgkdesnashik.in/)
17:44:38	127759/127759	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2001%20May%202023%2013:07:45%20GMT	https://pvgkdesnashik.in/js/moment.js	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/js/moment.js	(from https://pvgkdesnashik.in/)
17:44:39	17002/17002	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2001%20May%202023%2013:07:45%20GMT	https://pvgkdesnashik.in/js/main.js	C:/My%20Web%20Sites/school%20website/pvgkdesnashik.in/js/main.js	(from https://pvgkdesnashik.in/)
